Rate ($/kg),Protein Source,Protein (g per 100g),Calories (kcal per 100g)
31.34,Lentils,9,116
16.05,Eggs,13,155
16.56,Beef,27,250
5.55,Greek Yogurt,10,59
43.75,Salmon,25,208
29.48,Almonds,21,579
44.99,Peanut Butter,25,588
30.58,Chicken Breast,31,165
20.11,Almonds,21,579
40.25,Beef,27,250
16.72,Salmon,25,208
39.79,Chicken Breast,31,165
40.09,Tofu,8,76
37.85,Greek Yogurt,10,59
14.54,Lentils,9,116
16.78,Almonds,21,579
20.3,Greek Yogurt,10,59
11.31,Chicken Breast,31,165
9.08,Eggs,13,155
25.32,Almonds,21,579
21.72,Beef,27,250
38.75,Peanut Butter,25,588
16.33,Greek Yogurt,10,59
33.23,Chicken Breast,31,165
24.47,Lentils,9,116
37.96,Peanut Butter,25,588
37.01,Chicken Breast,31,165
39.37,Tofu,8,76
41.39,Greek Yogurt,10,59
40.26,Greek Yogurt,10,59
37.19,Peanut Butter,25,588
19.03,Peanut Butter,25,588
40.15,Greek Yogurt,10,59
32.51,Eggs,13,155
48.7,Beef,27,250
18.74,Greek Yogurt,10,59
8.56,Peanut Butter,25,588
9.98,Beef,27,250
7.39,Almonds,21,579
16.13,Eggs,13,155
37.13,Beef,27,250
36.69,Peanut Butter,25,588
10.93,Chicken Breast,31,165
10.89,Salmon,25,208
35.72,Beef,27,250
20.95,Greek Yogurt,10,59
43.95,Salmon,25,208
38.44,Tofu,8,76
44.92,Almonds,21,579
38.46,Salmon,25,208
13.38,Almonds,21,579
47.75,Eggs,13,155
33.84,Salmon,25,208
42.07,Greek Yogurt,10,59
8.92,Whey Protein,80,400
40.63,Peanut Butter,25,588
38.56,Peanut Butter,25,588
10.91,Tofu,8,76
31.53,Peanut Butter,25,588
46.71,Peanut Butter,25,588
38.41,Greek Yogurt,10,59
33.97,Greek Yogurt,10,59
45.58,Salmon,25,208
43.98,Salmon,25,208
31.87,Eggs,13,155
41.59,Tofu,8,76
49.57,Greek Yogurt,10,59
14.57,Tofu,8,76
27.25,Beef,27,250
42.08,Lentils,9,116
12.11,Tofu,8,76
9.42,Peanut Butter,25,588
39.0,Beef,27,250
6.09,Salmon,25,208
27.56,Greek Yogurt,10,59
28.34,Peanut Butter,25,588
17.46,Salmon,25,208
28.83,Greek Yogurt,10,59
26.84,Almonds,21,579
6.02,Eggs,13,155
7.34,Chicken Breast,31,165
46.19,Almonds,21,579
8.8,Salmon,25,208
38.65,Lentils,9,116
40.33,Lentils,9,116
6.4,Tofu,8,76
26.15,Salmon,25,208
24.07,Beef,27,250
47.26,Salmon,25,208
37.58,Salmon,25,208
26.56,Peanut Butter,25,588
41.89,Peanut Butter,25,588
32.99,Chicken Breast,31,165
34.03,Chicken Breast,31,165
9.05,Peanut Butter,25,588
5.9,Eggs,13,155
9.04,Whey Protein,80,400
20.48,Eggs,13,155
40.87,Almonds,21,579
19.42,Chicken Breast,31,165
44.63,Lentils,9,116
23.28,Lentils,9,116
27.7,Greek Yogurt,10,59
37.68,Tofu,8,76
19.53,Greek Yogurt,10,59
27.73,Greek Yogurt,10,59
41.08,Almonds,21,579
41.43,Beef,27,250
32.38,Greek Yogurt,10,59
36.79,Beef,27,250
44.08,Eggs,13,155
45.94,Almonds,21,579
22.74,Chicken Breast,31,165
34.43,Beef,27,250
48.3,Almonds,21,579
27.39,Salmon,25,208
20.2,Salmon,25,208
16.4,Tofu,8,76
18.96,Almonds,21,579
49.43,Peanut Butter,25,588
28.39,Peanut Butter,25,588
13.23,Almonds,21,579
20.7,Salmon,25,208
17.4,Beef,27,250
24.18,Whey Protein,80,400
13.13,Beef,27,250
28.95,Beef,27,250
16.45,Eggs,13,155
20.22,Whey Protein,80,400
14.54,Beef,27,250
39.96,Peanut Butter,25,588
33.31,Lentils,9,116
36.74,Beef,27,250
22.16,Almonds,21,579
25.26,Whey Protein,80,400
6.14,Lentils,9,116
39.12,Eggs,13,155
27.28,Almonds,21,579
36.41,Eggs,13,155
6.39,Lentils,9,116
44.36,Almonds,21,579
25.98,Greek Yogurt,10,59
10.51,Almonds,21,579
12.32,Lentils,9,116
24.75,Eggs,13,155
35.75,Peanut Butter,25,588
28.03,Tofu,8,76
43.91,Lentils,9,116
5.31,Salmon,25,208
7.35,Salmon,25,208
9.34,Salmon,25,208
12.09,Salmon,25,208
41.95,Eggs,13,155
6.88,Greek Yogurt,10,59
10.8,Beef,27,250
22.27,Lentils,9,116
42.41,Peanut Butter,25,588
41.8,Chicken Breast,31,165
36.87,Peanut Butter,25,588
6.86,Peanut Butter,25,588
48.23,Salmon,25,208
19.97,Peanut Butter,25,588
16.37,Lentils,9,116
23.3,Salmon,25,208
6.17,Lentils,9,116
37.51,Salmon,25,208
31.66,Tofu,8,76
24.58,Almonds,21,579
10.6,Almonds,21,579
14.01,Lentils,9,116
24.86,Chicken Breast,31,165
7.77,Chicken Breast,31,165
9.05,Whey Protein,80,400
39.63,Eggs,13,155
44.06,Tofu,8,76
7.51,Whey Protein,80,400
17.86,Beef,27,250
44.61,Beef,27,250
46.67,Beef,27,250
11.44,Lentils,9,116
22.94,Lentils,9,116
23.91,Chicken Breast,31,165
14.6,Salmon,25,208
16.87,Tofu,8,76
16.62,Eggs,13,155
20.22,Chicken Breast,31,165
49.35,Peanut Butter,25,588
32.93,Eggs,13,155
46.04,Salmon,25,208
6.77,Eggs,13,155
29.68,Beef,27,250
41.31,Beef,27,250
26.84,Greek Yogurt,10,59
13.11,Salmon,25,208
41.07,Whey Protein,80,400
14.74,Peanut Butter,25,588
28.19,Chicken Breast,31,165
49.08,Whey Protein,80,400
43.66,Peanut Butter,25,588
22.46,Almonds,21,579
23.13,Eggs,13,155
19.94,Greek Yogurt,10,59
39.25,Whey Protein,80,400
42.76,Whey Protein,80,400
24.23,Eggs,13,155
41.61,Eggs,13,155
22.0,Lentils,9,116
9.21,Lentils,9,116
38.62,Eggs,13,155
38.51,Greek Yogurt,10,59
45.57,Beef,27,250
8.96,Tofu,8,76
19.81,Greek Yogurt,10,59
16.58,Eggs,13,155
22.29,Lentils,9,116
36.02,Tofu,8,76
7.98,Chicken Breast,31,165
44.03,Eggs,13,155
37.13,Chicken Breast,31,165
42.74,Peanut Butter,25,588
36.51,Salmon,25,208
34.15,Almonds,21,579
5.42,Greek Yogurt,10,59
49.76,Eggs,13,155
10.28,Greek Yogurt,10,59
46.45,Whey Protein,80,400
14.28,Salmon,25,208
45.14,Peanut Butter,25,588
7.49,Salmon,25,208
25.64,Salmon,25,208
34.1,Greek Yogurt,10,59
34.7,Lentils,9,116
38.1,Almonds,21,579
23.32,Chicken Breast,31,165
34.99,Almonds,21,579
6.62,Greek Yogurt,10,59
16.19,Salmon,25,208
21.15,Almonds,21,579
10.92,Salmon,25,208
22.84,Chicken Breast,31,165
11.63,Tofu,8,76
10.09,Tofu,8,76
23.79,Whey Protein,80,400
42.71,Tofu,8,76
47.38,Almonds,21,579
22.73,Eggs,13,155
5.32,Lentils,9,116
24.31,Lentils,9,116
6.47,Chicken Breast,31,165
24.95,Chicken Breast,31,165
20.72,Beef,27,250
28.44,Peanut Butter,25,588
24.38,Peanut Butter,25,588
8.19,Beef,27,250
36.73,Peanut Butter,25,588
44.86,Beef,27,250
30.63,Eggs,13,155
42.53,Beef,27,250
23.7,Whey Protein,80,400
27.8,Beef,27,250
6.15,Beef,27,250
6.62,Chicken Breast,31,165
41.02,Peanut Butter,25,588
48.12,Tofu,8,76
25.58,Beef,27,250
39.51,Beef,27,250
15.31,Lentils,9,116
36.52,Salmon,25,208
35.28,Lentils,9,116
49.41,Whey Protein,80,400
15.14,Tofu,8,76
5.45,Lentils,9,116
43.5,Whey Protein,80,400
42.3,Greek Yogurt,10,59
48.77,Whey Protein,80,400
40.25,Beef,27,250
45.03,Tofu,8,76
16.65,Whey Protein,80,400
14.97,Lentils,9,116
47.25,Tofu,8,76
10.08,Greek Yogurt,10,59
22.18,Almonds,21,579
32.46,Peanut Butter,25,588
48.47,Lentils,9,116
17.54,Salmon,25,208
42.7,Beef,27,250
46.24,Almonds,21,579
19.12,Chicken Breast,31,165
6.88,Beef,27,250
16.5,Whey Protein,80,400
11.7,Almonds,21,579
32.12,Eggs,13,155
35.02,Almonds,21,579
31.16,Peanut Butter,25,588
25.96,Lentils,9,116
37.96,Beef,27,250
19.87,Greek Yogurt,10,59
21.28,Lentils,9,116
31.39,Beef,27,250
24.03,Peanut Butter,25,588
47.24,Almonds,21,579
48.47,Peanut Butter,25,588
18.54,Peanut Butter,25,588
15.14,Salmon,25,208
15.84,Whey Protein,80,400
49.95,Salmon,25,208
22.37,Salmon,25,208
31.22,Beef,27,250
33.83,Chicken Breast,31,165
8.47,Almonds,21,579
49.56,Greek Yogurt,10,59
6.61,Peanut Butter,25,588
5.93,Tofu,8,76
18.32,Lentils,9,116
32.01,Beef,27,250
47.28,Beef,27,250
6.1,Tofu,8,76
47.32,Eggs,13,155
22.24,Lentils,9,116
19.25,Salmon,25,208
35.78,Tofu,8,76
15.44,Chicken Breast,31,165
21.44,Salmon,25,208
22.07,Greek Yogurt,10,59
11.41,Tofu,8,76
12.16,Almonds,21,579
27.88,Whey Protein,80,400
5.81,Greek Yogurt,10,59
5.41,Almonds,21,579
18.79,Beef,27,250
7.18,Greek Yogurt,10,59
35.91,Chicken Breast,31,165
5.6,Eggs,13,155
36.7,Chicken Breast,31,165
45.91,Salmon,25,208
15.41,Eggs,13,155
32.16,Salmon,25,208
31.75,Tofu,8,76
9.13,Whey Protein,80,400
11.61,Greek Yogurt,10,59
48.2,Almonds,21,579
39.08,Tofu,8,76
28.49,Beef,27,250
23.4,Eggs,13,155
28.58,Tofu,8,76
18.32,Lentils,9,116
13.35,Whey Protein,80,400
30.69,Peanut Butter,25,588
12.1,Peanut Butter,25,588
32.47,Greek Yogurt,10,59
30.64,Lentils,9,116
33.89,Tofu,8,76
25.66,Whey Protein,80,400
15.75,Salmon,25,208
23.72,Eggs,13,155
17.32,Beef,27,250
46.06,Tofu,8,76
33.63,Lentils,9,116
26.05,Chicken Breast,31,165
29.41,Almonds,21,579
27.37,Peanut Butter,25,588
31.72,Whey Protein,80,400
27.88,Lentils,9,116
44.4,Whey Protein,80,400
28.19,Tofu,8,76
7.9,Lentils,9,116
45.71,Peanut Butter,25,588
5.55,Almonds,21,579
42.28,Lentils,9,116
43.8,Chicken Breast,31,165
16.52,Greek Yogurt,10,59
9.11,Beef,27,250
23.13,Eggs,13,155
25.04,Lentils,9,116
29.62,Salmon,25,208
48.54,Beef,27,250
6.51,Salmon,25,208
42.19,Chicken Breast,31,165
5.64,Lentils,9,116
46.98,Beef,27,250
44.46,Lentils,9,116
6.8,Greek Yogurt,10,59
30.78,Peanut Butter,25,588
27.45,Tofu,8,76
8.77,Lentils,9,116
35.95,Beef,27,250
40.61,Lentils,9,116
48.89,Beef,27,250
14.42,Chicken Breast,31,165
15.76,Eggs,13,155
31.11,Whey Protein,80,400
24.22,Salmon,25,208
7.08,Chicken Breast,31,165
6.47,Tofu,8,76
24.64,Peanut Butter,25,588
28.63,Tofu,8,76
49.39,Beef,27,250
16.03,Salmon,25,208
17.63,Beef,27,250
28.04,Peanut Butter,25,588
24.8,Whey Protein,80,400
25.85,Eggs,13,155
25.28,Eggs,13,155
13.62,Tofu,8,76
19.58,Chicken Breast,31,165
27.72,Whey Protein,80,400
10.89,Eggs,13,155
33.2,Salmon,25,208
38.11,Chicken Breast,31,165
25.21,Lentils,9,116
17.13,Tofu,8,76
45.98,Almonds,21,579
38.86,Peanut Butter,25,588
43.01,Eggs,13,155
39.04,Greek Yogurt,10,59
21.81,Beef,27,250
26.23,Almonds,21,579
10.1,Greek Yogurt,10,59
33.72,Almonds,21,579
34.22,Lentils,9,116
46.86,Peanut Butter,25,588
20.82,Lentils,9,116
6.41,Tofu,8,76
29.64,Whey Protein,80,400
18.77,Eggs,13,155
20.57,Salmon,25,208
44.61,Greek Yogurt,10,59
13.49,Peanut Butter,25,588
5.62,Peanut Butter,25,588
9.66,Whey Protein,80,400
46.06,Greek Yogurt,10,59
7.84,Salmon,25,208
47.09,Whey Protein,80,400
10.97,Tofu,8,76
29.66,Lentils,9,116
38.5,Eggs,13,155
31.26,Tofu,8,76
30.16,Peanut Butter,25,588
30.68,Greek Yogurt,10,59
17.42,Whey Protein,80,400
41.83,Lentils,9,116
22.24,Almonds,21,579
6.98,Eggs,13,155
8.59,Eggs,13,155
47.43,Whey Protein,80,400
18.2,Eggs,13,155
38.67,Peanut Butter,25,588
15.55,Lentils,9,116
48.07,Salmon,25,208
14.86,Beef,27,250
22.95,Salmon,25,208
35.44,Salmon,25,208
16.84,Whey Protein,80,400
9.6,Whey Protein,80,400
25.28,Salmon,25,208
46.9,Lentils,9,116
42.56,Chicken Breast,31,165
35.11,Beef,27,250
16.07,Peanut Butter,25,588
15.53,Tofu,8,76
38.32,Salmon,25,208
19.46,Beef,27,250
47.73,Eggs,13,155
9.5,Whey Protein,80,400
17.76,Chicken Breast,31,165
26.66,Tofu,8,76
31.45,Salmon,25,208
24.99,Lentils,9,116
46.27,Salmon,25,208
8.8,Greek Yogurt,10,59
45.91,Peanut Butter,25,588
38.77,Tofu,8,76
37.2,Eggs,13,155
14.17,Lentils,9,116
11.13,Chicken Breast,31,165
43.79,Beef,27,250
25.13,Salmon,25,208
37.11,Peanut Butter,25,588
34.24,Almonds,21,579
19.03,Chicken Breast,31,165
30.37,Eggs,13,155
19.8,Peanut Butter,25,588
20.04,Eggs,13,155
42.15,Peanut Butter,25,588
14.26,Tofu,8,76
28.31,Lentils,9,116
42.93,Eggs,13,155
6.19,Whey Protein,80,400
39.54,Chicken Breast,31,165
6.75,Salmon,25,208
20.23,Lentils,9,116
10.1,Almonds,21,579
25.18,Tofu,8,76
15.87,Beef,27,250
18.89,Tofu,8,76
35.44,Peanut Butter,25,588
5.22,Peanut Butter,25,588
33.5,Beef,27,250
17.77,Eggs,13,155
40.59,Salmon,25,208
33.37,Salmon,25,208
45.58,Almonds,21,579
21.6,Almonds,21,579
18.52,Whey Protein,80,400
18.01,Eggs,13,155
18.76,Whey Protein,80,400
18.33,Salmon,25,208
26.37,Chicken Breast,31,165
31.29,Eggs,13,155
41.59,Whey Protein,80,400
19.84,Whey Protein,80,400
19.36,Tofu,8,76
41.98,Almonds,21,579
41.33,Chicken Breast,31,165
14.37,Whey Protein,80,400
49.02,Whey Protein,80,400
38.07,Greek Yogurt,10,59
10.8,Lentils,9,116
40.71,Greek Yogurt,10,59
33.63,Whey Protein,80,400
41.57,Beef,27,250
21.51,Tofu,8,76
44.64,Chicken Breast,31,165
32.21,Almonds,21,579
49.75,Chicken Breast,31,165
26.64,Salmon,25,208
19.99,Whey Protein,80,400
46.59,Chicken Breast,31,165
46.83,Salmon,25,208
38.57,Peanut Butter,25,588
24.29,Peanut Butter,25,588
40.3,Tofu,8,76
34.85,Eggs,13,155
26.63,Tofu,8,76
34.43,Lentils,9,116
36.25,Beef,27,250
49.34,Chicken Breast,31,165
24.09,Beef,27,250
24.28,Eggs,13,155
19.87,Almonds,21,579
35.86,Greek Yogurt,10,59
38.24,Almonds,21,579
26.05,Beef,27,250
48.94,Tofu,8,76
47.2,Almonds,21,579
20.99,Tofu,8,76
12.64,Tofu,8,76
25.93,Almonds,21,579
31.68,Greek Yogurt,10,59
25.79,Salmon,25,208
46.54,Greek Yogurt,10,59
8.33,Whey Protein,80,400
33.26,Chicken Breast,31,165
14.3,Almonds,21,579
37.37,Whey Protein,80,400
23.4,Whey Protein,80,400
27.82,Lentils,9,116
41.88,Chicken Breast,31,165
20.41,Greek Yogurt,10,59
25.69,Greek Yogurt,10,59
21.9,Tofu,8,76
28.18,Chicken Breast,31,165
7.51,Chicken Breast,31,165
15.55,Peanut Butter,25,588
23.97,Eggs,13,155
16.01,Lentils,9,116
9.81,Almonds,21,579
12.46,Chicken Breast,31,165
38.9,Whey Protein,80,400
21.79,Greek Yogurt,10,59
38.63,Whey Protein,80,400
21.6,Greek Yogurt,10,59
19.33,Peanut Butter,25,588
5.3,Greek Yogurt,10,59
30.17,Peanut Butter,25,588
38.22,Almonds,21,579
26.81,Eggs,13,155
37.6,Chicken Breast,31,165
49.3,Whey Protein,80,400
33.99,Almonds,21,579
41.74,Eggs,13,155
5.03,Eggs,13,155
19.86,Salmon,25,208
45.49,Chicken Breast,31,165
31.24,Chicken Breast,31,165
28.39,Lentils,9,116
12.92,Greek Yogurt,10,59
46.84,Greek Yogurt,10,59
48.21,Almonds,21,579
19.32,Whey Protein,80,400
14.94,Almonds,21,579
9.42,Beef,27,250
25.27,Beef,27,250
40.12,Peanut Butter,25,588
28.31,Almonds,21,579
17.86,Tofu,8,76
24.64,Eggs,13,155
29.05,Chicken Breast,31,165
47.06,Whey Protein,80,400
41.84,Almonds,21,579
40.13,Beef,27,250
35.93,Salmon,25,208
49.71,Chicken Breast,31,165
27.68,Almonds,21,579
20.03,Eggs,13,155
7.58,Tofu,8,76
36.31,Tofu,8,76
29.65,Chicken Breast,31,165
24.8,Greek Yogurt,10,59
20.36,Salmon,25,208
32.21,Tofu,8,76
48.61,Whey Protein,80,400
12.71,Greek Yogurt,10,59
48.8,Eggs,13,155
10.93,Greek Yogurt,10,59
7.71,Peanut Butter,25,588
29.68,Beef,27,250
44.98,Tofu,8,76
40.29,Greek Yogurt,10,59
38.86,Whey Protein,80,400
14.57,Greek Yogurt,10,59
46.73,Greek Yogurt,10,59
43.81,Almonds,21,579
29.5,Greek Yogurt,10,59
41.76,Peanut Butter,25,588
18.99,Tofu,8,76
24.58,Greek Yogurt,10,59
22.94,Beef,27,250
32.49,Salmon,25,208
45.59,Salmon,25,208
35.4,Whey Protein,80,400
40.1,Whey Protein,80,400
27.69,Beef,27,250
31.83,Salmon,25,208
21.83,Greek Yogurt,10,59
15.98,Tofu,8,76
41.36,Greek Yogurt,10,59
11.63,Greek Yogurt,10,59
45.8,Peanut Butter,25,588
48.28,Tofu,8,76
47.07,Chicken Breast,31,165
32.81,Peanut Butter,25,588
22.62,Beef,27,250
40.33,Salmon,25,208
7.24,Tofu,8,76
5.59,Chicken Breast,31,165
45.45,Tofu,8,76
11.09,Beef,27,250
36.28,Whey Protein,80,400
23.11,Lentils,9,116
8.31,Peanut Butter,25,588
28.26,Tofu,8,76
6.62,Chicken Breast,31,165
31.24,Almonds,21,579
42.84,Eggs,13,155
41.36,Greek Yogurt,10,59
17.09,Almonds,21,579
32.24,Lentils,9,116
49.39,Tofu,8,76
42.98,Whey Protein,80,400
36.61,Whey Protein,80,400
28.94,Chicken Breast,31,165
9.24,Greek Yogurt,10,59
15.26,Eggs,13,155
5.98,Whey Protein,80,400
12.22,Beef,27,250
16.18,Tofu,8,76
30.71,Peanut Butter,25,588
40.87,Salmon,25,208
40.1,Eggs,13,155
19.09,Peanut Butter,25,588
47.91,Eggs,13,155
12.3,Greek Yogurt,10,59
28.16,Lentils,9,116
7.26,Salmon,25,208
29.45,Almonds,21,579
10.5,Beef,27,250
9.45,Almonds,21,579
16.12,Whey Protein,80,400
15.07,Whey Protein,80,400
27.63,Eggs,13,155
16.11,Tofu,8,76
28.55,Eggs,13,155
14.39,Whey Protein,80,400
24.18,Eggs,13,155
9.88,Lentils,9,116
47.28,Whey Protein,80,400
34.87,Eggs,13,155
25.77,Lentils,9,116
45.5,Almonds,21,579
13.5,Chicken Breast,31,165
20.18,Whey Protein,80,400
48.46,Whey Protein,80,400
35.36,Chicken Breast,31,165
6.69,Almonds,21,579
44.98,Beef,27,250
40.94,Beef,27,250
40.05,Peanut Butter,25,588
38.71,Tofu,8,76
43.54,Peanut Butter,25,588
10.31,Chicken Breast,31,165
26.18,Tofu,8,76
34.98,Whey Protein,80,400
34.74,Lentils,9,116
5.37,Salmon,25,208
25.47,Whey Protein,80,400
38.44,Eggs,13,155
27.85,Beef,27,250
46.94,Tofu,8,76
29.69,Lentils,9,116
42.09,Whey Protein,80,400
8.58,Peanut Butter,25,588
39.97,Greek Yogurt,10,59
11.23,Salmon,25,208
21.1,Whey Protein,80,400
8.43,Greek Yogurt,10,59
5.68,Lentils,9,116
41.24,Almonds,21,579
23.96,Tofu,8,76
38.44,Whey Protein,80,400
34.5,Almonds,21,579
39.45,Almonds,21,579
18.71,Chicken Breast,31,165
14.36,Beef,27,250
33.97,Whey Protein,80,400
18.15,Beef,27,250
14.32,Peanut Butter,25,588
42.99,Tofu,8,76
24.46,Chicken Breast,31,165
40.25,Almonds,21,579
6.79,Greek Yogurt,10,59
13.16,Salmon,25,208
47.95,Beef,27,250
40.26,Peanut Butter,25,588
31.69,Chicken Breast,31,165
16.79,Beef,27,250
39.26,Beef,27,250
27.3,Chicken Breast,31,165
23.85,Whey Protein,80,400
49.79,Almonds,21,579
29.84,Almonds,21,579
43.46,Tofu,8,76
31.88,Beef,27,250
22.12,Eggs,13,155
13.46,Peanut Butter,25,588
49.17,Lentils,9,116
28.19,Chicken Breast,31,165
38.29,Greek Yogurt,10,59
13.3,Chicken Breast,31,165
16.82,Tofu,8,76
22.75,Eggs,13,155
17.26,Tofu,8,76
31.23,Greek Yogurt,10,59
19.04,Whey Protein,80,400
44.67,Almonds,21,579
32.29,Peanut Butter,25,588
44.46,Almonds,21,579
17.52,Tofu,8,76
45.78,Greek Yogurt,10,59
47.45,Almonds,21,579
18.8,Beef,27,250
20.94,Peanut Butter,25,588
24.54,Tofu,8,76
40.33,Beef,27,250
17.59,Almonds,21,579
37.93,Chicken Breast,31,165
19.58,Beef,27,250
36.94,Whey Protein,80,400
11.72,Beef,27,250
38.74,Tofu,8,76
12.51,Salmon,25,208
46.28,Salmon,25,208
26.74,Almonds,21,579
30.23,Beef,27,250
15.35,Peanut Butter,25,588
12.39,Beef,27,250
29.13,Eggs,13,155
15.25,Salmon,25,208
38.03,Salmon,25,208
13.37,Whey Protein,80,400
9.91,Peanut Butter,25,588
27.35,Whey Protein,80,400
47.09,Chicken Breast,31,165
20.94,Almonds,21,579
25.41,Peanut Butter,25,588
16.7,Salmon,25,208
45.72,Peanut Butter,25,588
45.6,Peanut Butter,25,588
20.59,Whey Protein,80,400
19.06,Eggs,13,155
28.33,Whey Protein,80,400
19.98,Lentils,9,116
40.15,Whey Protein,80,400
40.31,Peanut Butter,25,588
19.44,Whey Protein,80,400
47.85,Chicken Breast,31,165
42.19,Almonds,21,579
13.72,Chicken Breast,31,165
30.29,Beef,27,250
30.15,Lentils,9,116
44.87,Greek Yogurt,10,59
49.79,Lentils,9,116
33.95,Salmon,25,208
38.56,Almonds,21,579
17.08,Greek Yogurt,10,59
47.62,Peanut Butter,25,588
40.11,Chicken Breast,31,165
24.45,Whey Protein,80,400
33.86,Whey Protein,80,400
8.04,Whey Protein,80,400
47.74,Lentils,9,116
39.58,Greek Yogurt,10,59
10.77,Tofu,8,76
11.21,Whey Protein,80,400
13.23,Beef,27,250
7.79,Peanut Butter,25,588
30.23,Lentils,9,116
44.82,Whey Protein,80,400
45.26,Chicken Breast,31,165
18.62,Tofu,8,76
14.68,Lentils,9,116
15.21,Chicken Breast,31,165
42.03,Chicken Breast,31,165
5.54,Whey Protein,80,400
45.23,Peanut Butter,25,588
35.63,Beef,27,250
33.07,Tofu,8,76
35.15,Tofu,8,76
23.18,Beef,27,250
34.58,Greek Yogurt,10,59
7.93,Whey Protein,80,400
6.55,Salmon,25,208
39.83,Greek Yogurt,10,59
41.35,Chicken Breast,31,165
35.76,Beef,27,250
43.42,Greek Yogurt,10,59
33.31,Almonds,21,579
35.06,Beef,27,250
47.8,Greek Yogurt,10,59
45.56,Almonds,21,579
19.19,Lentils,9,116
13.64,Chicken Breast,31,165
10.42,Lentils,9,116
35.76,Peanut Butter,25,588
43.35,Almonds,21,579
31.78,Greek Yogurt,10,59
14.27,Tofu,8,76
46.38,Whey Protein,80,400
27.32,Tofu,8,76
37.43,Almonds,21,579
24.56,Tofu,8,76
33.07,Salmon,25,208
22.24,Whey Protein,80,400
11.1,Eggs,13,155
7.42,Whey Protein,80,400
32.45,Peanut Butter,25,588
29.53,Salmon,25,208
16.22,Lentils,9,116
37.08,Beef,27,250
39.78,Peanut Butter,25,588
6.38,Eggs,13,155
13.29,Whey Protein,80,400
36.84,Salmon,25,208
39.87,Chicken Breast,31,165
47.46,Beef,27,250
17.62,Eggs,13,155
18.44,Tofu,8,76
13.94,Lentils,9,116
32.24,Eggs,13,155
20.81,Salmon,25,208
25.13,Greek Yogurt,10,59
19.0,Greek Yogurt,10,59
20.7,Salmon,25,208
9.18,Salmon,25,208
27.33,Whey Protein,80,400
21.35,Beef,27,250
36.05,Tofu,8,76
41.56,Tofu,8,76
36.66,Beef,27,250
42.93,Chicken Breast,31,165
41.42,Salmon,25,208
9.43,Eggs,13,155
39.01,Eggs,13,155
10.42,Salmon,25,208
37.41,Salmon,25,208
49.52,Greek Yogurt,10,59
30.08,Eggs,13,155
38.51,Tofu,8,76
26.69,Whey Protein,80,400
38.34,Tofu,8,76
28.59,Chicken Breast,31,165
8.53,Tofu,8,76
32.25,Peanut Butter,25,588
12.02,Lentils,9,116
20.94,Almonds,21,579
43.6,Eggs,13,155
5.45,Lentils,9,116
24.21,Beef,27,250
37.97,Peanut Butter,25,588
21.75,Almonds,21,579
22.71,Peanut Butter,25,588
11.96,Lentils,9,116
17.55,Whey Protein,80,400
27.99,Salmon,25,208
44.57,Eggs,13,155
19.02,Whey Protein,80,400
42.82,Chicken Breast,31,165
6.52,Eggs,13,155
45.41,Greek Yogurt,10,59
34.12,Peanut Butter,25,588
14.98,Whey Protein,80,400
26.82,Lentils,9,116
40.41,Greek Yogurt,10,59
35.9,Beef,27,250
42.36,Greek Yogurt,10,59
12.69,Eggs,13,155
29.44,Whey Protein,80,400
22.8,Greek Yogurt,10,59
41.47,Tofu,8,76
23.78,Salmon,25,208
15.37,Whey Protein,80,400
47.26,Greek Yogurt,10,59
44.31,Beef,27,250
49.76,Tofu,8,76
49.14,Tofu,8,76
8.4,Greek Yogurt,10,59
28.21,Beef,27,250
26.13,Salmon,25,208
18.34,Whey Protein,80,400
42.68,Salmon,25,208
29.2,Lentils,9,116
22.55,Eggs,13,155
17.33,Almonds,21,579
32.6,Beef,27,250
39.28,Lentils,9,116
35.38,Almonds,21,579
32.95,Beef,27,250
41.59,Lentils,9,116
28.82,Eggs,13,155
44.49,Lentils,9,116
32.85,Chicken Breast,31,165
13.42,Lentils,9,116
47.97,Eggs,13,155
5.14,Tofu,8,76
20.37,Whey Protein,80,400
30.61,Greek Yogurt,10,59
43.1,Peanut Butter,25,588
14.45,Beef,27,250
47.45,Eggs,13,155
22.51,Whey Protein,80,400
24.8,Almonds,21,579
16.26,Almonds,21,579
9.19,Tofu,8,76
40.51,Peanut Butter,25,588
13.17,Greek Yogurt,10,59
35.91,Chicken Breast,31,165
28.32,Chicken Breast,31,165
12.01,Tofu,8,76
14.44,Whey Protein,80,400
32.03,Greek Yogurt,10,59
9.31,Eggs,13,155
8.99,Salmon,25,208
42.16,Salmon,25,208
31.17,Almonds,21,579
40.7,Almonds,21,579
42.24,Chicken Breast,31,165
18.87,Tofu,8,76
19.92,Almonds,21,579
31.08,Peanut Butter,25,588
32.29,Whey Protein,80,400
43.62,Peanut Butter,25,588
47.46,Peanut Butter,25,588
18.38,Greek Yogurt,10,59
5.54,Chicken Breast,31,165
40.37,Eggs,13,155
8.84,Tofu,8,76
5.23,Beef,27,250
43.27,Lentils,9,116
17.3,Chicken Breast,31,165
31.52,Lentils,9,116
49.14,Peanut Butter,25,588
10.26,Greek Yogurt,10,59
33.32,Eggs,13,155
29.38,Tofu,8,76
27.8,Chicken Breast,31,165
49.86,Beef,27,250
29.19,Eggs,13,155
34.62,Chicken Breast,31,165
15.5,Tofu,8,76
